,id,text,cleaned_text,label_name,label,pred,logits,pred_name
21,18279,#hitchingpost still in search of a gay couple to attack their #religiousfreedom #pleasehelp #lgbt,hitchingpost still in search of a gay couple to attack their religiousfreedom pleasehelp lgbt,Not HS,0,0,"[0.689593493938446, -2.196027994155884, 0.6408294439315796]",Not HS
22,18280,stop bringing in more refugees..let them stay i their own counties & deal with their problems there!!! & send the ones who are here back to where they came from!!,stop bringing in more refugees..let them stay i their own counties & deal with their problems there!!! & send the ones who are here back to where they came from!!,Implicit HS,2,2,"[-1.4365830421447754, 0.2431478053331375, 0.6565382480621338]",Implicit HS
23,18281,how could any white people be racist  after seeing such a fine example of african beauty as this sheboon .,how could any white people be racist after seeing such a fine example of african beauty as this sheboon .,Not HS,0,2,"[-0.25819364190101624, -1.221526861190796, 0.5371882319450378]",Implicit HS
24,18282,no more fascist la raza ( how a racist group can call anyone racist ? ! ) lies . out,no more fascist la raza ( how a racist group can call anyone racist ? ! ) lies . out,Not HS,0,2,"[-0.12824951112270355, -0.8733541965484619, 0.4611680209636688]",Implicit HS
25,18283,hey  i'm mostly white  can i get a follow ?,hey i'm mostly white can i get a follow ?,Not HS,0,0,"[1.3718740940093994, -2.6000280380249023, 0.3934955894947052]",Not HS
26,18284,recruiting for jihad in a place of worship ? shocking !,recruiting for jihad in a place of worship ? shocking !,Implicit HS,2,0,"[0.8298755884170532, -2.0614066123962402, 0.6327100992202759]",Not HS
27,18285,If furries wish to identify as animals we should be allowed to hunt them.,if furries wish to identify as animals we should be allowed to hunt them.,Implicit HS,2,2,"[-0.46343958377838135, -0.6544753909111023, 0.5070200562477112]",Implicit HS
28,18286,"  "" how an atheist professor became a voice for faith  "" "" an interview with dr . mike adams in faith and justice magazine : """," "" how an atheist professor became a voice for faith "" "" an interview with dr . mike adams in faith and justice magazine : """,Not HS,0,0,"[2.2588844299316406, -3.3095791339874268, 0.3171747624874115]",Not HS
29,18287,: this should be embarassing for white people ...,: this should be embarassing for white people ...,Not HS,0,2,"[-0.14359337091445923, -1.3330658674240112, 0.7110361456871033]",Implicit HS
30,18288,mount a nbp head in your living room. take them out.,mount a nbp head in your living room. take them out.,Implicit HS,2,2,"[0.07710541039705276, -1.4596259593963623, 0.614489734172821]",Implicit HS
31,18289,uk : we need to kill all the jews,uk : we need to kill all the jews,Explicit HS,1,2,"[-0.997163712978363, -0.19078035652637482, 0.46840155124664307]",Implicit HS
32,18290,"- if going to war with these animals in unavoidable, it's time to hoist up the black flag.","- if going to war with these animals in unavoidable, it's time to hoist up the black flag.",Implicit HS,2,2,"[-0.7343907952308655, -0.6798480153083801, 0.7495527267456055]",Implicit HS
33,18291,department of justice and president cuck opening up civil rights investigation into charlottesville via,department of justice and president cuck opening up civil rights investigation into charlottesville via,Explicit HS,1,0,"[2.0560946464538574, -3.282471179962158, 0.5596000552177429]",Not HS
34,18292,when people attack others  they normally hit more than once .,when people attack others they normally hit more than once .,Not HS,0,2,"[0.10616382211446762, -1.4316338300704956, 0.6541615128517151]",Implicit HS
35,18293,islam dose not command muslims to kill that is like say christianity make white people kkk or white supremacist . shake your head .,islam dose not command muslims to kill that is like say christianity make white people kkk or white supremacist . shake your head .,Not HS,0,2,"[-0.31934845447540283, -1.0327893495559692, 0.8489837050437927]",Implicit HS
36,18294,antifa burning american flags in philly today,antifa burning american flags in philly today,Not HS,0,0,"[1.376247525215149, -2.533647298812866, 0.4417780935764313]",Not HS
37,18295,h / t it's not islamophobia if they really are trying to kill you .,h / t it's not islamophobia if they really are trying to kill you .,Implicit HS,2,2,"[-0.7088539004325867, -0.8158923387527466, 0.7539641261100769]",Implicit HS
38,18296,why do you hate gay people ? i mean you are supposed to represent the people . do you feel you don't have to rep gays on religious grounds ?,why do you hate gay people ? i mean you are supposed to represent the people . do you feel you don't have to rep gays on religious grounds ?,Not HS,0,0,"[0.9798614978790283, -2.404400110244751, 0.8312771916389465]",Not HS
39,18297,white world supremacy is a helluva drug ! !,white world supremacy is a helluva drug ! !,Not HS,0,2,"[-0.20054775476455688, -1.1223914623260498, 0.6855356693267822]",Implicit HS
40,18298,' holocaust ' debate / comments / news the mysterious polish witness to massive transfers of jews ? : does anyon ...,' holocaust ' debate / comments / news the mysterious polish witness to massive transfers of jews ? : does anyon ...,Not HS,0,0,"[0.9843778014183044, -2.313363790512085, 0.4917212724685669]",Not HS
41,18299,pathetic comments  no force in islam . they wear scarfs no head bags and they marry men,pathetic comments no force in islam . they wear scarfs no head bags and they marry men,Explicit HS,1,2,"[-1.081670880317688, -0.3521067500114441, 0.6060444116592407]",Implicit HS
42,18300,so we should bring in white nazi's into america ? good job you are liberal via,so we should bring in white nazi's into america ? good job you are liberal via,Not HS,0,2,"[0.11132940649986267, -1.635365605354309, 0.8557121157646179]",Implicit HS
43,18301,there's you in the crowd cuck boy,there's you in the crowd cuck boy,Explicit HS,1,2,"[0.3626457154750824, -1.6931592226028442, 0.4974119961261749]",Implicit HS
44,18302,"  "" in hindsight  the various right-wing movementsthe fusionist conservatism of buckley  goldwater and reagan  neoconservatism  libertarianism """," "" in hindsight the various right-wing movementsthe fusionist conservatism of buckley goldwater and reagan neoconservatism libertarianism """,Not HS,0,0,"[1.8934791088104248, -2.8235113620758057, 0.3208588659763336]",Not HS
45,18303,harry reid is is not an old white man . he's an old white rat,harry reid is is not an old white man . he's an old white rat,Explicit HS,1,2,"[0.30777594447135925, -1.421114444732666, 0.5412084460258484]",Implicit HS
46,18304,Anyone shouting Allahu Akbar should immediately be shot. There is no place in civilization for the barbaric Satanism known as Islam,anyone shouting allahu akbar should immediately be shot. there is no place in civilization for the barbaric satanism known as islam,Explicit HS,1,2,"[-1.1534149646759033, -0.006418261677026749, 0.6597126126289368]",Implicit HS
47,18305,great little video from one of my heroes ! #waffenss #meinkampf #14words #mondaymotivation #brexit,great little video from one of my heroes ! waffenss meinkampf 14words mondaymotivation brexit,Not HS,0,0,"[1.1942205429077148, -2.3452670574188232, 0.39125457406044006]",Not HS
48,18306,politicians are chosen by the public . don't blame the kkk if ferguson doesn't vote,politicians are chosen by the public . don't blame the kkk if ferguson doesn't vote,Not HS,0,0,"[1.1410565376281738, -2.512794256210327, 0.6398044228553772]",Not HS
49,18307," i have only heard  "" erudite "" "" used in reference to 2 people my whole life  you and albert speer . """," i have only heard "" erudite "" "" used in reference to 2 people my whole life you and albert speer . """,Not HS,0,0,"[1.5680551528930664, -2.8163769245147705, 0.3998704254627228]",Not HS
50,18308,this is amazing . the counter protesters look stupid af while we seem very reasonable . white america at home waking up .,this is amazing . the counter protesters look stupid af while we seem very reasonable . white america at home waking up .,Not HS,0,0,"[1.447768211364746, -2.9316766262054443, 0.7264328598976135]",Not HS
51,18309," that's b / c us mass media controlled by jews & aussie-brit murdoch family don't represent the  "" interests "" "" of american people """," that's b / c us mass media controlled by jews & aussie-brit murdoch family don't represent the "" interests "" "" of american people """,Explicit HS,1,0,"[1.2489123344421387, -2.706954002380371, 0.6583493947982788]",Not HS
52,18310,every time a jew shoots a palestinian  white zionism gets a little stronger .,every time a jew shoots a palestinian white zionism gets a little stronger .,Explicit HS,1,2,"[-1.160187840461731, -0.007320757955312729, 0.5757367014884949]",Implicit HS
53,18311,"no daca send them back to country of origin, build the wall, stop illegals from any birth rights to children or entitlements. no reason to come they'll stop.","no daca send them back to country of origin, build the wall, stop illegals from any birth rights to children or entitlements. no reason to come they'll stop.",Implicit HS,2,2,"[-0.2343004196882248, -1.4278391599655151, 0.8725252747535706]",Implicit HS
54,18312,heritage is race . africans or asians or arabs don't share european heritage  which is the,heritage is race . africans or asians or arabs don't share european heritage which is the,Implicit HS,2,2,"[0.6711554527282715, -2.2747256755828857, 0.9428295493125916]",Implicit HS
55,18313,i think the evidence that you are white is far more overwhelming .,i think the evidence that you are white is far more overwhelming .,Not HS,0,0,"[1.556370496749878, -2.7428789138793945, 0.5250946879386902]",Not HS
56,18314," lol  "" white people are always bad . "" "" """," lol "" white people are always bad . "" "" """,Not HS,0,2,"[-0.18141227960586548, -0.9077981114387512, 0.49449434876441956]",Implicit HS
57,18315,but isn't milk a symbol of white supremacy ? #worldmilkday,but isn't milk a symbol of white supremacy ? worldmilkday,Implicit HS,2,0,"[1.036835789680481, -2.4085404872894287, 0.6840452551841736]",Not HS
58,18316,it's axiomatic that all southern white men are lousy in bed .,it's axiomatic that all southern white men are lousy in bed .,Implicit HS,2,2,"[0.605596661567688, -2.1178812980651855, 0.774718165397644]",Implicit HS
59,18317,us : school teachers too white  say anti-whites,us : school teachers too white say anti-whites,Implicit HS,2,0,"[1.536284327507019, -2.8437600135803223, 0.48816418647766113]",Not HS
60,18318,action report : a brighter future identity evropa activists recently hosted a private speaking event on a college campus in southern california .,action report : a brighter future identity evropa activists recently hosted a private speaking event on a college campus in southern california .,Not HS,0,0,"[2.6322267055511475, -3.7768540382385254, 0.4921051561832428]",Not HS
61,18319,: antifas in alabama ? i hope they enjoy the all-expense-paid helicopter ride there  but the deep south ain't ber,: antifas in alabama ? i hope they enjoy the all-expense-paid helicopter ride there but the deep south ain't ber,Not HS,0,0,"[1.234704613685608, -2.7008230686187744, 0.7606584429740906]",Not HS
62,18320,: why planned parenthood wont provide mammograms | first things,: why planned parenthood wont provide mammograms | first things,Not HS,0,0,"[1.4460563659667969, -2.706990957260132, 0.3530685305595398]",Not HS
63,18321,So I guess women are now being promoted to the level of the Jews:as long as one says something happened we have to believe it because not possible they would lie,so i guess women are now being promoted to the level of the jews:as long as one says something happened we have to believe it because not possible they would lie,Implicit HS,2,2,"[0.20089219510555267, -1.7775932550430298, 0.7119396328926086]",Implicit HS
64,18322,"  "" black riots  white flight . "" "" and discuss the origins and implications of the #baltimoreuprising : """," "" black riots white flight . "" "" and discuss the origins and implications of the baltimoreuprising : """,Not HS,0,0,"[1.0970999002456665, -2.3046271800994873, 0.7366018295288086]",Not HS
65,18323,no more einstein's . he was a jew anyway,no more einstein's . he was a jew anyway,Explicit HS,1,2,"[0.2961125373840332, -1.3969117403030396, 0.5286155939102173]",Implicit HS
66,18324," human history is a tale of  "" who ? whom ? "" "" i am for my side . ( and the only reason you think slavery is wrong is bc some white men decided it was . no one had moral objections to slavery prior to the 19th century  excepting some quakers . and no jefferson didn't screw sally hemmings ) """," human history is a tale of "" who ? whom ? "" "" i am for my side . ( and the only reason you think slavery is wrong is bc some white men decided it was . no one had moral objections to slavery prior to the 19th century excepting some quakers . and no jefferson didn't screw sally hemmings ) """,Implicit HS,2,2,"[0.16334015130996704, -1.7460569143295288, 0.9057478308677673]",Implicit HS
67,18325,: i wish i didn't hate white people,: i wish i didn't hate white people,Implicit HS,2,0,"[0.6378968358039856, -1.9031516313552856, 0.5594137907028198]",Not HS
68,18326,cnn will find and interview the one tranny in history that was inconvenienced,cnn will find and interview the one tranny in history that was inconvenienced,Implicit HS,2,2,"[0.06064949929714203, -1.4011908769607544, 0.5971781015396118]",Implicit HS
69,18327,the white and black people need to wakeup,the white and black people need to wakeup,Not HS,0,2,"[0.40522512793540955, -1.7305904626846313, 0.7786779999732971]",Implicit HS
70,18328,( i demand that it is removed  as the notion of racial supremacy is incredibly offensive to all other races . ) :),( i demand that it is removed as the notion of racial supremacy is incredibly offensive to all other races . ) :),Not HS,0,2,"[0.6185789108276367, -2.09313702583313, 0.7332715392112732]",Implicit HS
71,18329,go hunt them down racist,go hunt them down racist,Not HS,0,2,"[-1.097603678703308, -0.04766179248690605, 0.39626947045326233]",Implicit HS
72,18330,this is the same hom sec that bans and from uk cos the speak truth about islam,this is the same hom sec that bans and from uk cos the speak truth about islam,Implicit HS,2,2,"[0.5944437384605408, -2.1355042457580566, 0.7919279932975769]",Implicit HS
73,18331,you can't take me because i'm not white . but i'm the best pureblood the filipino race has ever produced .,you can't take me because i'm not white . but i'm the best pureblood the filipino race has ever produced .,Implicit HS,2,2,"[0.05349166318774223, -1.5449827909469604, 0.7460256814956665]",Implicit HS
74,18332,"kick his whole family out as puniahment, send message, let no more in. wall off coast, ya cuck","kick his whole family out as puniahment, send message, let no more in. wall off coast, ya cuck",Implicit HS,2,2,"[-0.5589081048965454, -0.9438719153404236, 0.7909197211265564]",Implicit HS
75,18333,oh cool . he finally called them white supremists ? thats good ! progress !,oh cool . he finally called them white supremists ? thats good ! progress !,Not HS,0,0,"[0.8181434273719788, -2.1500494480133057, 0.632586658000946]",Not HS
76,18334,born in america  you waste of space . all you people bring to this world is hate and negati,born in america you waste of space . all you people bring to this world is hate and negati,Implicit HS,2,2,"[0.08257900923490524, -1.3623303174972534, 0.7186116576194763]",Implicit HS
77,18335,this is the photo of msms in kashmir  supporting isis as they have same ideology of sunnis,this is the photo of msms in kashmir supporting isis as they have same ideology of sunnis,Not HS,0,0,"[1.6034671068191528, -2.895761251449585, 0.5112259984016418]",Not HS
78,18336,a beautiful journey : rare pictures of hitler meeting britain's duke of windsor up for auction #swrm,a beautiful journey : rare pictures of hitler meeting britain's duke of windsor up for auction swrm,Not HS,0,0,"[1.7820976972579956, -2.901416301727295, 0.38074734807014465]",Not HS
79,18337,pl request mr to pass global decree 2 restrict population at 2 children per couple  one spouse each 4 all countries,pl request mr to pass global decree 2 restrict population at 2 children per couple one spouse each 4 all countries,Not HS,0,2,"[0.5479028224945068, -2.326907157897949, 0.8048639893531799]",Implicit HS
80,18338,: two muslims arrested for supplying fake documents to islamic state jihadis to plan paris jihad massacres,: two muslims arrested for supplying fake documents to islamic state jihadis to plan paris jihad massacres,Not HS,0,2,"[-0.11007257550954819, -1.33415949344635, 0.6458259224891663]",Implicit HS
81,18339,i'm sure we can't preserve civilization with your babies . other people's  maybe . #racistscum #bigotry #whitesupremacists,i'm sure we can't preserve civilization with your babies . other people's maybe . racistscum bigotry whitesupremacists,Implicit HS,2,2,"[-0.5917863249778748, -0.7025368809700012, 0.739729106426239]",Implicit HS
82,18340,hunter i was there . we triggered tf out of them .,hunter i was there . we triggered tf out of them .,Not HS,0,0,"[1.634016990661621, -2.9797232151031494, 0.5385773777961731]",Not HS
83,18341,notice how they don't even claim that it's unconstitutional anymore : maybe enough lawyers weighed in on their side ?,notice how they don't even claim that it's unconstitutional anymore : maybe enough lawyers weighed in on their side ?,Not HS,0,0,"[2.181182861328125, -3.404352903366089, 0.40498098731040955]",Not HS
84,18342,we have to . time to put laws in front of these peoples callous demands of us and our economy . they want what we have . what we built .,we have to . time to put laws in front of these peoples callous demands of us and our economy . they want what we have . what we built .,Implicit HS,2,2,"[0.52128666639328, -2.0092077255249023, 0.8016396164894104]",Implicit HS
85,18343,planned parenthood gets criminal referral : ... as it should !,planned parenthood gets criminal referral : ... as it should !,Not HS,0,0,"[1.2478009462356567, -2.6856253147125244, 0.5920341610908508]",Not HS
86,18344,so your position is rich white people are working against the interests of rich white people ? crazy how they keep getting richer ...,so your position is rich white people are working against the interests of rich white people ? crazy how they keep getting richer ...,Not HS,0,2,"[0.7708097696304321, -2.2518928050994873, 0.876691997051239]",Implicit HS
87,18345,immigrants are welcome to come into our country legally. the illegal criminals need to be kept out #secure orders,immigrants are welcome to come into our country legally. the illegal criminals need to be kept out secure orders,Implicit HS,2,2,"[-0.7180516719818115, -0.6492618918418884, 0.8636364340782166]",Implicit HS
88,18346,illegal aliens should be suing in a mexican court  with a mexican attorney  in mexico . they have no rights in america . they are illegal .,illegal aliens should be suing in a mexican court with a mexican attorney in mexico . they have no rights in america . they are illegal .,Not HS,0,2,"[-0.34842970967292786, -1.1228313446044922, 0.8248267769813538]",Implicit HS
89,18347,germany : 2 charged with co-founding far-right terror group - abc news - via,germany : 2 charged with co-founding far-right terror group - abc news - via,Not HS,0,0,"[2.1067111492156982, -3.179577350616455, 0.29627761244773865]",Not HS
90,18348,well  we do hate gay people .,well we do hate gay people .,Not HS,0,0,"[0.9527927041053772, -2.0252342224121094, 0.513810932636261]",Not HS
91,18349,tore * why do jews hate white advocacy so much ? you need to check your jewish privilege .,tore * why do jews hate white advocacy so much ? you need to check your jewish privilege .,Implicit HS,2,2,"[-0.2963397204875946, -0.9386144280433655, 0.7097486257553101]",Implicit HS
92,18350,i sure did ma and pa . i'm bout to go see billy jean  bobby jean  and sally jean ! my achy breaky heart ! !,i sure did ma and pa . i'm bout to go see billy jean bobby jean and sally jean ! my achy breaky heart ! !,Not HS,0,0,"[0.7793677449226379, -2.1314749717712402, 0.4533814489841461]",Not HS
93,18351,i've seen different stats but a white woman may not bear a white child . a disproportionate number of ww abortions are mongrels .,i've seen different stats but a white woman may not bear a white child . a disproportionate number of ww abortions are mongrels .,Not HS,0,2,"[-0.06081122159957886, -1.5980820655822754, 0.7460781931877136]",Implicit HS
94,18352," most jews i know look  act & think rather  "" white "" "" """," most jews i know look act & think rather "" white "" "" """,Implicit HS,2,2,"[-0.1302802562713623, -1.049686312675476, 0.500264585018158]",Implicit HS
95,18353,infidels r infidels .. allah is not racist  he hates all the same  be it white  brown or yellow,infidels r infidels .. allah is not racist he hates all the same be it white brown or yellow,Implicit HS,2,2,"[-1.1499927043914795, 0.07538134604692459, 0.6632562279701233]",Implicit HS
96,18354,islam it's death . why do we not kill them all before they kill us . stupid is as stupid,islam it's death . why do we not kill them all before they kill us . stupid is as stupid,Explicit HS,1,2,"[-0.44460853934288025, -0.8973476886749268, 0.6819345355033875]",Implicit HS
97,18355,"  "" pro-white american nationalist "" "" """," "" pro-white american nationalist "" "" """,Not HS,0,0,"[1.5057748556137085, -2.5737643241882324, 0.33908358216285706]",Not HS
98,18356,a future for white children ! in the same fashon as hitler youth  who were given the great honor of dying for hitler ! seig heil ! amen !,a future for white children ! in the same fashon as hitler youth who were given the great honor of dying for hitler ! seig heil ! amen !,Implicit HS,2,2,"[-0.5773112177848816, -0.7178253531455994, 0.6573838591575623]",Implicit HS
99,18357,... the religious rightappear to have been so many barnacles hitching free rides on the whale of the jacksonian populist electorate .,... the religious rightappear to have been so many barnacles hitching free rides on the whale of the jacksonian populist electorate .,Not HS,0,2,"[0.10363126546144485, -1.8644522428512573, 0.7472475171089172]",Implicit HS
100,18358,these people attacking these statues are not what i call protesters  they are vandals and law breakers .,these people attacking these statues are not what i call protesters they are vandals and law breakers .,Not HS,0,2,"[0.5719844102859497, -1.9192674160003662, 0.5812356472015381]",Implicit HS
101,18359,what does a muslim do with their iphone <number> ? just kidding ! they prefer the note <number>,what does a muslim do with their iphone <number> ? just kidding ! they prefer the note <number>,Implicit HS,2,2,"[0.493245393037796, -1.9955540895462036, 0.6678946018218994]",Implicit HS
102,18360,following all walter's winsome americans . :),following all walter's winsome americans . :),Not HS,0,0,"[1.9970316886901855, -3.1488687992095947, 0.33435478806495667]",Not HS
103,18361,the waffen ss had volunteers from every european country . don't buy lies from the same ones who lie about us .,the waffen ss had volunteers from every european country . don't buy lies from the same ones who lie about us .,Not HS,0,0,"[0.7619826793670654, -2.210003614425659, 0.6651875972747803]",Not HS
104,18362,but they'll pack explosives made with gelatin to their bodies and explode themselves in a spray of pig fat.,but they'll pack explosives made with gelatin to their bodies and explode themselves in a spray of pig fat.,Implicit HS,2,2,"[-0.8826495409011841, -0.5516438484191895, 0.6154382824897766]",Implicit HS
105,18363,you do realize you are promoting white supremacy to the most diverse campus in the nation right ? what exactly do you hope to achieve here ?,you do realize you are promoting white supremacy to the most diverse campus in the nation right ? what exactly do you hope to achieve here ?,Not HS,0,0,"[1.4782224893569946, -2.8114495277404785, 0.686164379119873]",Not HS
106,18364,like all political whores  #obama is obedient to his #jewish #judaism #news #israel #palestine,like all political whores obama is obedient to his jewish judaism news israel palestine,Implicit HS,2,0,"[0.7714248895645142, -1.944799542427063, 0.5788922309875488]",Not HS
107,18365," #boycottnetflix : netflix to launch  "" dear white people "" "" show via """," boycottnetflix : netflix to launch "" dear white people "" "" show via """,Not HS,0,0,"[1.488346815109253, -2.8904263973236084, 0.5405973792076111]",Not HS
108,18366,my doctor is white .,my doctor is white .,Not HS,0,0,"[1.107372522354126, -2.3948049545288086, 0.5954098701477051]",Not HS
109,18367,suspected white supremacists r using white nationalists websites to get crime pseudo data,suspected white supremacists r using white nationalists websites to get crime pseudo data,Not HS,0,0,"[0.8979533910751343, -2.3939027786254883, 0.8130291104316711]",Not HS
110,18368,shouldn't have funds for any illegals other than expediting them out of here asap.,shouldn't have funds for any illegals other than expediting them out of here asap.,Implicit HS,2,2,"[-0.21402700245380402, -1.1483023166656494, 0.8940226435661316]",Implicit HS
111,18369,racist and rapist,racist and rapist,Explicit HS,1,2,"[-0.0011792803416028619, -1.1368818283081055, 0.4169992208480835]",Implicit HS
112,18370," rt . : trump comments open conversation for  "" grownup "" "" muslim immigration policy """," rt . : trump comments open conversation for "" grownup "" "" muslim immigration policy """,Not HS,0,0,"[0.8809172511100769, -2.162301778793335, 0.572668731212616]",Not HS
113,18371,"  "" : video : nbc news special report on rising white american "" "" hate groups "" "" | more : """," "" : video : nbc news special report on rising white american "" "" hate groups "" "" | more : """,Not HS,0,0,"[2.056927442550659, -3.116363525390625, 0.3289003372192383]",Not HS
114,18372,disney drops pewdiepie over death to all jews video via,disney drops pewdiepie over death to all jews video via,Not HS,0,0,"[0.7355055809020996, -1.9482978582382202, 0.6128714680671692]",Not HS
115,18373,aah ! everyones a white supremacist ! !,aah ! everyones a white supremacist ! !,Implicit HS,2,2,"[-0.512676477432251, -0.5557790398597717, 0.4915199279785156]",Implicit HS
116,18374,"well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?","well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?",Implicit HS,2,2,"[0.7016717791557312, -2.0783402919769287, 0.7058195471763611]",Implicit HS
117,18375,the word you are searching for joey is assault . not sure what world you grew up,the word you are searching for joey is assault . not sure what world you grew up,Not HS,0,0,"[1.8234567642211914, -3.085814952850342, 0.5739384889602661]",Not HS
118,18376,because it literally threatens what hereditary means . it puts the environment into the gene  into the h2 . thats a massive problem .,because it literally threatens what hereditary means . it puts the environment into the gene into the h2 . thats a massive problem .,Not HS,0,0,"[0.8255923390388489, -2.2905614376068115, 0.7659890055656433]",Not HS
119,18377,charlottesville will help to unite and properly radicalize those still on the fence via,charlottesville will help to unite and properly radicalize those still on the fence via,Not HS,0,0,"[1.7299230098724365, -3.0751607418060303, 0.6512333154678345]",Not HS
120,18378,german panzer tank wrecks recovered in bulgaria | read more : via,german panzer tank wrecks recovered in bulgaria | read more : via,Not HS,0,0,"[1.6941075325012207, -3.062619924545288, 0.39994242787361145]",Not HS
121,18379,What two kinds of people are totally different but always look the same? Asians and hepatitis patients,what two kinds of people are totally different but always look the same? asians and hepatitis patients,Implicit HS,2,0,"[0.7500448822975159, -2.2824389934539795, 0.7428634762763977]",Not HS
122,18380,is that right ? i'm not the black women who's part of the same political party that started the ! ! !,is that right ? i'm not the black women who's part of the same political party that started the ! ! !,Not HS,0,0,"[1.2732610702514648, -2.4938948154449463, 0.5330690741539001]",Not HS
