,id,text,cleaned_text,label_name,label,pred,logits,pred_name
12,24760,"I can't stand gay people. If one says they are perverts, he must be right.","i can't stand gay people. if one says they are perverts, he must be right.",Explicit HS,1,1,"[-0.85162353515625, 2.5403873920440674, -0.9818047285079956]",Explicit HS
13,24761,Perhaps you would like to comment on the link below ?,perhaps you would like to comment on the link below ?,Not HS,0,0,"[3.068479299545288, -1.4904886484146118, -1.2334001064300537]",Not HS
14,24762,"Immigrants take our jobs, they take our country.","immigrants take our jobs, they take our country.",Explicit HS,1,1,"[-1.2413506507873535, 2.5769693851470947, -0.5699572563171387]",Explicit HS
15,24763,@John_KissMyBot @Lisa23503910 @realDonaldTrump Expose the Corruption #DeclassifyFISA #MAGA #AmericaFirst #KAG #BuildThatWall,@user @user @user expose the corruption declassifyfisa maga americafirst kag buildthatwall,Not HS,0,1,"[0.17973414063453674, 1.91378653049469, -1.5835620164871216]",Explicit HS
16,24764,Long live Breivik!,long live breivik!,Explicit HS,1,0,"[2.184091329574585, -0.2913398742675781, -1.1655664443969727]",Not HS
17,24765,"I have just followed the link for the BDP , tried to check the policies only to be shown a lot of Latin that translates as total gobbledegook !","i have just followed the link for the bdp , tried to check the policies only to be shown a lot of latin that translates as total gobbledegook !",Not HS,0,0,"[2.951146125793457, -1.4952342510223389, -1.057797908782959]",Not HS
18,24766,Why would you want to be respectful of women if all women are the same?,why would you want to be respectful of women if all women are the same?,Explicit HS,1,1,"[0.19377024471759796, 1.3089709281921387, -0.6799607872962952]",Explicit HS
19,24767,Allowing gays to donate blood compromises patient safety because of their sexual behavior that spreads diseases such as HIV.,allowing gays to donate blood compromises patient safety because of their sexual behavior that spreads diseases such as hiv.,Explicit HS,1,1,"[0.23609967529773712, 1.6279042959213257, -1.2156871557235718]",Explicit HS
20,24768,"Australian here too , 1/4 Irish , 1/4 English , 1/4 Greek , 1/4 Latvian , 100 % white and damn proud of it too , plus my grandfather was is the ss Latvian legion which I feel was awesome .","australian here too , 1/4 irish , 1/4 english , 1/4 greek , 1/4 latvian , 100 % white and damn proud of it too , plus my grandfather was is the ss latvian legion which i feel was awesome .",Not HS,0,0,"[2.753811836242676, -0.9834190607070923, -0.8585518002510071]",Not HS
21,24769,I just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... This best sums up my sex life,i just saw a bird fuckin another bird and when they were done they both flew in totally opposite directions... this best sums up my sex life,Not HS,0,0,"[2.0714426040649414, -0.16812318563461304, -1.1744252443313599]",Not HS
22,24770,A citizen will have the right to bear arms and encouraged to exercise it .,a citizen will have the right to bear arms and encouraged to exercise it .,Not HS,0,0,"[1.6869648694992065, -0.17939433455467224, -0.7819958329200745]",Not HS
23,24771,Illegal Alien Raped Girl In Kentucky via @USIACrimeReport@realDonaldTrump @GOPLeader #BuildTheWall #DeportThemAllStop Putting Citizens at unnecessary risk!#HonorYourOath#DeathPenalty,illegal alien raped girl in kentucky via @user @user buildthewall deportthemallstop putting citizens at unnecessary risk!honoryouroath#deathpenalty,Explicit HS,1,1,"[0.03159034997224808, 2.153918981552124, -1.7115733623504639]",Explicit HS
24,24772,"@SteveScalise We voted to stop our invasion, not a tax cut.#BuildTheWall #DeportThemAll","@user we voted to stop our invasion, not a tax cut.buildthewall deportthemall",Explicit HS,1,1,"[-0.7405731678009033, 2.454643964767456, -1.2496395111083984]",Explicit HS
25,24773,@NBCNews They don't look mistreated. Give it up. They aren't migrant they are illegal. #BUILDTHEWALL #deportthemall #MyVoteCounts #TRUMP2020 #VoterID #BUILDTHEWALL #AMERICANSFIRST,@user they don't look mistreated. give it up. they aren't migrant they are illegal. buildthewall deportthemall myvotecounts trump2020 voterid buildthewall americansfirst,Explicit HS,1,1,"[-0.39292004704475403, 2.2778303623199463, -1.3586359024047852]",Explicit HS
26,24774,Jesus will also protect His people.,jesus will also protect his people.,Not HS,0,0,"[1.183368444442749, 0.47204264998435974, -0.7499588131904602]",Not HS
27,24775,The churches also used to operate hospitals .,the churches also used to operate hospitals .,Not HS,0,0,"[2.2512946128845215, -0.6131585240364075, -0.7156341075897217]",Not HS
28,24776,"No , unfortunately he did n't .","no , unfortunately he did n't .",Not HS,0,0,"[3.024320363998413, -1.2304214239120483, -0.9563350081443787]",Not HS
29,24777,muslims are commanded to kill all jews ! see verse :,muslims are commanded to kill all jews ! see verse :,Explicit HS,1,1,"[-1.0380765199661255, 2.3032402992248535, -0.5822404026985168]",Explicit HS
30,24778,@djf510 You mean it's not true?,@user you mean it's not true?,Not HS,0,0,"[3.1913459300994873, -1.2484838962554932, -1.4064770936965942]",Not HS
31,24779,Queers are just a bunch of disgusting faggots. They should be isolated.,queers are just a bunch of disgusting faggots. they should be isolated.,Explicit HS,1,1,"[-1.5750415325164795, 2.9280002117156982, -1.0172388553619385]",Explicit HS
32,24780,little black kid gets his ass kicked - YouTube Because I always enjoy these videos .,little black kid gets his ass kicked - youtube because i always enjoy these videos .,Not HS,0,0,"[2.6583874225616455, -0.6826336979866028, -1.1689826250076294]",Not HS
33,24781,In one year 2.2 million people were incinerated in these very chambers .,in one year 2.2 million people were incinerated in these very chambers .,Not HS,0,1,"[-0.751128077507019, 1.978995442390442, -0.6288022994995117]",Explicit HS
34,24782,If we didn't do that we just have to drop a few nukes or napalm on this piece of lunatic landscape and the problem would be solved.,if we didn't do that we just have to drop a few nukes or napalm on this piece of lunatic landscape and the problem would be solved.,Explicit HS,1,1,"[-0.5167889595031738, 2.110121726989746, -1.085837960243225]",Explicit HS
35,24783,"The more we learn about the activities of the noble illegal aliens who are just trying to make a better life, the more we see that crossing the border illegally is only the beginning of their lawlessness in the US. #BuildThatWall","the more we learn about the activities of the noble illegal aliens who are just trying to make a better life, the more we see that crossing the border illegally is only the beginning of their lawlessness in the us. buildthatwall",Explicit HS,1,1,"[-0.7670594453811646, 2.4360225200653076, -1.0029587745666504]",Explicit HS
36,24784,"@AnnCoulter Yeah, asking for the truth could be characterized as ""Most Hysterical Woman"" by someone who has no idea what a Woman actually IS.","@user yeah, asking for the truth could be characterized as ""most hysterical woman"" by someone who has no idea what a woman actually is.",Not HS,0,0,"[2.5944788455963135, -0.30215054750442505, -1.6946754455566406]",Not HS
37,24785,@timesofindia To teach the art of Goondaism&amp;giving shelters to illegal immigrants&amp;make UK also boil like WB in India,@user to teach the art of goondaism&amp;giving shelters to illegal immigrants&amp;make uk also boil like wb in india,Not HS,0,0,"[1.0989766120910645, 0.7570748925209045, -1.1778701543807983]",Not HS
38,24786,Islam is not a religion of peace! And Islam is a system of oppression and slavery! Islam is a criminal ideology that has caused the death of over 5 million Africans!,islam is not a religion of peace! and islam is a system of oppression and slavery! islam is a criminal ideology that has caused the death of over 5 million africans!,Explicit HS,1,1,"[-1.1672146320343018, 2.640345335006714, -0.6958090662956238]",Explicit HS
39,24787,"You need some white culture , and a dictionary .","you need some white culture , and a dictionary .",Not HS,0,0,"[1.8560203313827515, -0.20211586356163025, -0.8475737571716309]",Not HS
40,24788,"When a system of government is dominated by one racial group such as the jews, especially when there is a tendency for them to live together, establish rules, and organize and enact laws, then these are signs of a rotten society.","when a system of government is dominated by one racial group such as the jews, especially when there is a tendency for them to live together, establish rules, and organize and enact laws, then these are signs of a rotten society.",Explicit HS,1,1,"[0.2730320394039154, 0.8919700980186462, -0.2673427164554596]",Explicit HS
41,24789,Illegal Immigrant Beheads 13-Year-Old Girl  after he forces her to watch Grandmothers Murder  this is what @SenateDems Support Killing by Illegals as they protect them in #SanctuaryCities  #Trump #MAGA @FoxNews  Media Blackout https://t.co/fNjjo728lq via @yournewswire,illegal immigrant beheads 13-year-old girl after he forces her to watch grandmothers murder this is what @user support killing by illegals as they protect them in sanctuarycities trump maga @user media blackout url,Explicit HS,1,0,"[1.393975019454956, 1.13876473903656, -2.045475959777832]",Not HS
42,24790,Communists Take Down Greek Government Website Over Athens Fire Disaster Response Time https://t.co/WO0tbViY3C #Greece #Anonymous won't be taking down terrorists #rapefugee websites any time soon.,communists take down greek government website over athens fire disaster response time url,Explicit HS,1,0,"[1.4763813018798828, 0.5269381999969482, -1.23043954372406]",Not HS
43,24791,"Indeed they are , and if one does n't stop for a moment to consider the implications of that , they do n't see the obvious contraction in terms .","indeed they are , and if one does n't stop for a moment to consider the implications of that , they do n't see the obvious contraction in terms .",Not HS,0,0,"[3.0053532123565674, -1.2487130165100098, -1.2559901475906372]",Not HS
44,24792,This plague on the Earth must be stopped.,this plague on the earth must be stopped.,Explicit HS,1,1,"[-0.9270073175430298, 2.6296606063842773, -1.2468141317367554]",Explicit HS
45,24793,: csp poll ( 2015 ): 29 % of muslim-americans : violence against those who insult muhammad is acceptable, : csp poll ( 2015 ): 29 % of muslim-americans : violence against those who insult muhammad is acceptable,Explicit HS,1,1,"[0.6902827620506287, 1.0028830766677856, -0.919669508934021]",Explicit HS
46,24794,if youre not white youre not american.,if youre not white youre not american.,Implicit HS,2,0,"[1.2663661241531372, 0.18692845106124878, -0.6012048721313477]",Not HS
47,24795,We have a new line of shirts comming out to help keep the funds comming in for the land base .,we have a new line of shirts comming out to help keep the funds comming in for the land base .,Not HS,0,0,"[2.6949141025543213, -0.8508180975914001, -0.9388030171394348]",Not HS
48,24796,"Very nice I have a problem with clutter in my room , I would need to throw a hell of a lot out to make mine over but good job","very nice i have a problem with clutter in my room , i would need to throw a hell of a lot out to make mine over but good job",Not HS,0,0,"[2.790064573287964, -0.6864988207817078, -1.357820987701416]",Not HS
49,24797, disabled peoples existence is basically an excuse for lazy people to sit around all day, disabled peoples existence is basically an excuse for lazy people to sit around all day,Implicit HS,2,1,"[-1.2601978778839111, 2.0723845958709717, -0.3625899851322174]",Explicit HS
50,24798,@Paulferrar2892 @rms_xox7 Hell do you think you are to call my friend a fucking skank?! Just because she's bringing… https://t.co/kVOIDSz3SN,@user @user hell do you think you are to call my friend a fucking skank?! just because she's bringing… url,Not HS,0,0,"[2.613830327987671, -0.06515035778284073, -2.015350103378296]",Not HS
51,24799,The Holocaust cannot be remembered in the present time because the alleged genocides of the 19th century did not happen in the past. This nonsense will never go away.,the holocaust cannot be remembered in the present time because the alleged genocides of the 19th century did not happen in the past. this nonsense will never go away.,Implicit HS,2,1,"[-0.07169503718614578, 1.4684762954711914, -0.5119394063949585]",Explicit HS
52,24800,"Don't you just love our city? In Buffalo, a coding program seeks to open tech career doors for #immigrant girls. #RefugeesWelcome #ImmigrantsWelcome https://t.co/bZpvhwynEM","don't you just love our city? in buffalo, a coding program seeks to open tech career doors for immigrant girls. refugeeswelcome immigrantswelcome url",Not HS,0,0,"[1.5862658023834229, 0.5452473759651184, -1.5445501804351807]",Not HS
53,24801,"Welcome back , I hope you make s/f a habit .","welcome back , i hope you make s/f a habit .",Not HS,0,0,"[2.970461368560791, -1.0428361892700195, -1.1816909313201904]",Not HS
54,24802,Evidence?,evidence?,Not HS,0,0,"[2.889542818069458, -1.2095365524291992, -0.8431159257888794]",Not HS
55,24803, some people should be forced to be euthanized, some people should be forced to be euthanized,Implicit HS,2,1,"[-0.6559507250785828, 2.26247239112854, -1.1209332942962646]",Explicit HS
56,24804,Not to mention that the US just helped the libyans free themselves from Gaddafi.,not to mention that the us just helped the libyans free themselves from gaddafi.,Not HS,0,0,"[0.7829082012176514, 0.4991581439971924, -0.5396276712417603]",Not HS
57,24805,@POTUS -Since they have for years sent their best &amp; brightest to the US illegally NOW is the time to #sendThemBack to help in their homelands. We have a MORAL OBLIGATION to do so before situations worsen! #MAGA @VP @ICEgov @DHSgov #BuildTheWall https:,@user -since they have for years sent their best &amp; brightest to the us illegally now is the time to sendthemback to help in their homelands. we have a moral obligation to do so before situations worsen! maga @user @user @user buildthewall url,Explicit HS,1,0,"[1.1825883388519287, 1.0448293685913086, -1.6386785507202148]",Not HS
58,24806,Hmmmm. not a fan of the Hydroshok round .,hmmmm. not a fan of the hydroshok round .,Not HS,0,0,"[2.993744373321533, -1.0225435495376587, -1.291892409324646]",Not HS
59,24807,FUCK YOU HARVEY WEINSTEIN! Anyone who has suffered from rape and I mean all. Lock him up. I stayed silent for 24 hours. Going sue me HW?,fuck you harvey weinstein! anyone who has suffered from rape and i mean all. lock him up. i stayed silent for 24 hours. going sue me hw?,Not HS,0,1,"[0.9990053176879883, 1.3346664905548096, -1.754478931427002]",Explicit HS
60,24808,"Welcome to Stormfront , Eldritch !","welcome to stormfront , eldritch !",Not HS,0,0,"[2.052025556564331, 0.1534215211868286, -1.5880234241485596]",Not HS
61,24809,You absolutely rock !,you absolutely rock !,Not HS,0,0,"[2.993032217025757, -1.2416820526123047, -1.0059608221054077]",Not HS
62,24810,white countries are being colonized across the globe which will make white culture and societies impossible . war by demographics .,white countries are being colonized across the globe which will make white culture and societies impossible . war by demographics .,Implicit HS,2,1,"[-0.8963329792022705, 1.9741421937942505, -0.4755202531814575]",Explicit HS
63,24811,CNN and Fox News support completely different sides...,cnn and fox news support completely different sides...,Not HS,0,0,"[3.08965802192688, -1.3425133228302002, -1.1617040634155273]",Not HS
64,24812,@ananavarro You people are hysterical. Dow up 26% since election!,@user you people are hysterical. dow up 26% since election!,Not HS,0,0,"[1.467043161392212, 0.7200136780738831, -1.5701391696929932]",Not HS
65,24813,Did Morocco let more migrants make dangerous #Spain crossing to get a good deal with EU? https://t.co/u2N96KOOzc https://t.co/W2RYJBP4zi,did morocco let more migrants make dangerous spain crossing to get a good deal with eu? url,Not HS,0,0,"[1.507789969444275, 0.30580413341522217, -1.0419056415557861]",Not HS
66,24814,"@RITtigers @bangeo_brian @ISTatRIT @UN @ConversationUS This is really interesting! Thank you for sharing your expertise with refugees here in Jordan, many of whom we serve at our organization.","@user @user @user @user @user this is really interesting! thank you for sharing your expertise with refugees here in jordan, many of whom we serve at our organization.",Not HS,0,0,"[2.841705083847046, -0.7464406490325928, -1.3611106872558594]",Not HS
67,24815,So far everything has been interchangeable with no problems for me .,so far everything has been interchangeable with no problems for me .,Not HS,0,0,"[3.133596658706665, -1.5503311157226562, -1.084208607673645]",Not HS
68,24816,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","muslims are a problem in my opinion. they do not want to assimilate. they demand that everyone shows respect for islam, but do they respect our laws? they establish sharia laws and polygamy.",Explicit HS,1,1,"[-1.2920517921447754, 2.585723400115967, -0.39244431257247925]",Explicit HS
69,24817,25 Hysterical Chinese Insults That You Should Know Today (NSFW) https://t.co/LeEma6oNwd,25 hysterical chinese insults that you should know today (nsfw) url,Not HS,0,0,"[3.075169801712036, -1.2504196166992188, -1.1955270767211914]",Not HS
70,24818,"@RealJamesWoods I am not saying anything about #IllegalAliens.I did not just use the term #IllegalAliens.Would never do that.I once considered myself a raging capitalist, but we've come to a point where I would not object to #Twitler and other the big social media trusts being nationalized.","@user i am not saying anything about illegalaliens.i did not just use the term illegalaliens.would never do that.i once considered myself a raging capitalist, but we've come to a point where i would not object to twitler and other the big social media trusts being nationalized.",Not HS,0,0,"[1.6368255615234375, 0.5335856080055237, -1.5411858558654785]",Not HS
71,24819,Physically disabled folks are all angry and useless.,physically disabled folks are all angry and useless.,Explicit HS,1,1,"[-0.9000074863433838, 2.0845229625701904, -0.6541982889175415]",Explicit HS
72,24820,Islam is the worst ideology ever created .. Its teachings have caused great harm and destruction throughout the world.,islam is the worst ideology ever created .. its teachings have caused great harm and destruction throughout the world.,Explicit HS,1,1,"[-0.963225245475769, 2.4720559120178223, -0.788329005241394]",Explicit HS
73,24821,"In the case of Trump's multiple allegations of sexual assault and rape, his followers called the women liars, and threatened them.","in the case of trump's multiple allegations of sexual assault and rape, his followers called the women liars, and threatened them.",Not HS,0,0,"[1.5492947101593018, 0.48291629552841187, -1.3253788948059082]",Not HS
74,24822,"Wow, looks like you're about to be induced on the ""fun"" game all your people are being forced into by ""peaceful"" muslim immigrants @RoyalFamily @KensingtonRoyal https://t.co/gh9R0fUfrC","wow, looks like you're about to be induced on the ""fun"" game all your people are being forced into by ""peaceful"" muslim immigrants @user @user url",Implicit HS,2,0,"[1.8388922214508057, 0.49351370334625244, -1.5270596742630005]",Not HS
75,24823,I do n't watch TV at home at all any more .,i do n't watch tv at home at all any more .,Not HS,0,0,"[2.93804669380188, -1.2197843790054321, -1.1556382179260254]",Not HS
76,24824,What is a Muslim? A worthless person with strange clothes and strange beliefs!,what is a muslim? a worthless person with strange clothes and strange beliefs!,Explicit HS,1,1,"[-1.1056387424468994, 2.236666440963745, -0.2751135528087616]",Explicit HS
77,24825,"@nowthisnews Something Trump has already done.How hard is it saying ""Radical Islamic Terrorism.""Go away. You sowed hatred and division for 8 years, now you're fomenting destruction.#BuildThatWall #MAGA","@user something trump has already done.how hard is it saying ""radical islamic terrorism.""go away. you sowed hatred and division for 8 years, now you're fomenting destruction.buildthatwall maga",Explicit HS,1,1,"[-0.3398479223251343, 2.1450130939483643, -1.2401889562606812]",Explicit HS
78,24826,"Us and UK face challenges from Islam, even if the world is already doomed. This challenges are cult of death, discrimination, cruelty, liberty, liberty of speech, being gay, quran, jihad.","us and uk face challenges from islam, even if the world is already doomed. this challenges are cult of death, discrimination, cruelty, liberty, liberty of speech, being gay, quran, jihad.",Explicit HS,1,1,"[-0.23732297122478485, 1.5843108892440796, -0.5183115005493164]",Explicit HS
79,24827,"Deport them and watch how beautiful Scandi countries become clean,safe and peaceful countries again.","deport them and watch how beautiful scandi countries become clean,safe and peaceful countries again.",Explicit HS,1,1,"[-0.6734225749969482, 1.8954206705093384, -0.655480682849884]",Explicit HS
80,24828,I plan on celebrating being White that entire 24 hours .,i plan on celebrating being white that entire 24 hours .,Not HS,0,0,"[2.112201690673828, -0.45815637707710266, -0.6685207486152649]",Not HS
81,24829,"Hurray, saving us $$$ in so many ways @potus @realDonaldTrump #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike","hurray, saving us $$$ in so many ways @user @user lockthemup buildthewall enddaca boycottnfl boycottnike",Explicit HS,1,1,"[1.1585793495178223, 1.2280439138412476, -1.8709843158721924]",Explicit HS
82,24830,"The new census has shown some 9.2 million non whites in England and Wales , this was a properly done census in my opinion and has shown that the white population of the UK is barely 50 million","the new census has shown some 9.2 million non whites in england and wales , this was a properly done census in my opinion and has shown that the white population of the uk is barely 50 million",Not HS,0,0,"[2.375866651535034, -0.7465229034423828, -0.7008684873580933]",Not HS
83,24831,but they do need to deport any believers of the Qur'an as it is not compatible with western cultures.,but they do need to deport any believers of the qur'an as it is not compatible with western cultures.,Explicit HS,1,1,"[-0.17967577278614044, 1.3902616500854492, -0.2763012647628784]",Explicit HS
84,24832,Such a shame that our government cares more about looking good in front the world then it does about the safty of its people .,such a shame that our government cares more about looking good in front the world then it does about the safty of its people .,Not HS,0,0,"[1.729148268699646, -0.11938100308179855, -0.7288727164268494]",Not HS
85,24833,Muslim are terrorists that need to be defeated before they destroy Christianity.,muslim are terrorists that need to be defeated before they destroy christianity.,Explicit HS,1,1,"[-2.1315972805023193, 2.659865379333496, -0.10661004483699799]",Explicit HS
86,24834,Please don't force REAL Americans to have to step up and defend our border. Some feelings might get hurt.  #SSSS  #SeeSomethingSaySomething  ICE 866-347-2423 #StopTheInvasion,please don't force real americans to have to step up and defend our border. some feelings might get hurt. ssss seesomethingsaysomething ice 866-347-2423 stoptheinvasion,Explicit HS,1,1,"[0.2838458716869354, 1.6767348051071167, -1.3700765371322632]",Explicit HS
87,24835,"women are basically childlike, incapable of serious thought and emotion. They should have no equal rights.","women are basically childlike, incapable of serious thought and emotion. they should have no equal rights.",Explicit HS,1,1,"[-1.5271040201187134, 2.6517555713653564, -0.6858384609222412]",Explicit HS
88,24836,"Muslims are not welcome in our country, they are dangerous.","muslims are not welcome in our country, they are dangerous.",Explicit HS,1,1,"[-1.9037795066833496, 3.1654255390167236, -0.6561664938926697]",Explicit HS
89,24837,There are only two outspoken artists - Steve Hofmeyer and Sunette Bridges .,there are only two outspoken artists - steve hofmeyer and sunette bridges .,Not HS,0,0,"[2.868161916732788, -0.9063405990600586, -1.4248833656311035]",Not HS
90,24838,@TheRightDefense @lea_marlyere @vdare @AnnCoulter @realDonaldTrump Please President Trump #BuildThatWall,@user @user @user @user @user please president trump buildthatwall,Not HS,0,1,"[1.0584650039672852, 1.2903786897659302, -1.8141934871673584]",Explicit HS
91,24839,Europe need more Breiviks,europe need more breiviks,Explicit HS,1,1,"[0.5629640221595764, 1.1808243989944458, -0.956446647644043]",Explicit HS
92,24840,@TelegraphNews while Scotland takes in many refugees there's a quiet disdain from the poorer in society they are being left behind forgotten,@user while scotland takes in many refugees there's a quiet disdain from the poorer in society they are being left behind forgotten,Not HS,0,0,"[0.908954381942749, 0.6611805558204651, -0.81001877784729]",Not HS
93,24841,"For starters it would be good to obtain a few hundred thousand dollars for a small farm , or a million or two for a bigger one .","for starters it would be good to obtain a few hundred thousand dollars for a small farm , or a million or two for a bigger one .",Not HS,0,0,"[2.5389912128448486, -0.6045048236846924, -1.0902372598648071]",Not HS
94,24842,"An undercount would allow the federal government to direct resources away from California, which has the largest #immigrant population in the country.  #Census takers could miss counting millions of #Californians, researchers say  https://t.co/m0xPMoAfHO","an undercount would allow the federal government to direct resources away from california, which has the largest immigrant population in the country. census takers could miss counting millions of californians, researchers say url",Not HS,0,0,"[2.539614200592041, -0.5084168314933777, -1.214186429977417]",Not HS
95,24843,I can vouch for Blades and bows I have done business with them many times and customer service brilliant if you got a problem they will sort it .,i can vouch for blades and bows i have done business with them many times and customer service brilliant if you got a problem they will sort it .,Not HS,0,0,"[3.037212610244751, -1.2517621517181396, -1.157862663269043]",Not HS
96,24844,Christianity brought us death and destruction of a beautiful culture.,christianity brought us death and destruction of a beautiful culture.,Explicit HS,1,1,"[-0.6404043436050415, 1.885486125946045, -0.44822192192077637]",Explicit HS
97,24845,We Need a WALL #BuildThatWall,we need a wall buildthatwall,Explicit HS,1,1,"[-0.34356236457824707, 2.3591103553771973, -1.3868408203125]",Explicit HS
98,24846,I ai n't deaf yet .,i ai n't deaf yet .,Not HS,0,0,"[2.9913299083709717, -1.153152585029602, -1.328121542930603]",Not HS
99,24847,@JulianAssange Dude you’re a truth traitor. You literally deal in stolen information. And not all men are like that - liar.,@user dude you’re a truth traitor. you literally deal in stolen information. and not all men are like that - liar.,Not HS,0,0,"[1.163294792175293, 0.9772832989692688, -1.6062815189361572]",Not HS
100,24848,"And now, I'm sure that you will commit intellectual sabotage and not read or even acknowledge what I just said out of the irrational fear that you will burn in hell for even questioning your faith.","and now, i'm sure that you will commit intellectual sabotage and not read or even acknowledge what i just said out of the irrational fear that you will burn in hell for even questioning your faith.",Explicit HS,1,0,"[2.222550868988037, -0.19753491878509521, -0.9704612493515015]",Not HS
101,24849,@AMErikaNGIRLBOT Are we Trumpers doing enough ??? or waiting on Trump n his Team to get it done #StandUpnBeHeard #SpeakUpForTheUSA #MakeADifference #DoSomething #VoteRed2018 #VoteRedToSaveAmerica #VoteDemsOut #WalkAway #KAG2018 #BuildThatWall #DraintheSwa,@user are we trumpers doing enough ??? or waiting on trump n his team to get it done standupnbeheard speakupfortheusa makeadifference dosomething votered2018 voteredtosaveamerica votedemsout walkaway kag2018 buildthatwall draintheswa,Explicit HS,1,0,"[1.383493185043335, 1.1121296882629395, -1.9597805738449097]",Not HS
102,24850,I went back and found the link to the video and TRIED to watch it but it was too wordy and very NOT convincing .,i went back and found the link to the video and tried to watch it but it was too wordy and very not convincing .,Not HS,0,0,"[3.2258543968200684, -1.6188467741012573, -1.1563494205474854]",Not HS
103,24851,Why is Ca the melting pot of America it is so hard to fine people that have the same views on our white race as i have ?,why is ca the melting pot of america it is so hard to fine people that have the same views on our white race as i have ?,Not HS,0,0,"[1.76161789894104, -0.2098657190799713, -0.5319306254386902]",Not HS
104,24852,The Juden never stop with the race mixing yet they do n't want it for themselves .......,the juden never stop with the race mixing yet they do n't want it for themselves .......,Explicit HS,1,1,"[0.3383967876434326, 0.9985286593437195, -0.6858947277069092]",Explicit HS
