,id,text,cleaned_text,label_name,label,pred,logits,pred_name
15,18273," i'm against feminism . i don't hate women as such though . i disagree with the ideology and social order and oppose liberalism down the line . how can you  "" secure a future for white children "" "" without half of our race ? """," i'm against feminism . i don't hate women as such though . i disagree with the ideology and social order and oppose liberalism down the line . how can you "" secure a future for white children "" "" without half of our race ? """,Not HS,0,2,"[1.1174819469451904, -2.165570020675659, 1.1560076475143433]",Implicit HS
16,18274,top ten charts # 7 : by 2050 less than half of america's population will be white,top ten charts 7 : by 2050 less than half of america's population will be white,Not HS,0,2,"[0.6518859267234802, -1.4573651552200317, 1.014292597770691]",Implicit HS
17,18275,they all are satanic demon cult possessed evil people who are very evil & committed to killing us is what their evil book tell them to do,they all are satanic demon cult possessed evil people who are very evil & committed to killing us is what their evil book tell them to do,Explicit HS,1,1,"[-1.4370126724243164, 0.9368159174919128, 0.6854322552680969]",Explicit HS
18,18276,those people in the black and white photo were ahead of their time .,those people in the black and white photo were ahead of their time .,Not HS,0,0,"[1.3694928884506226, -1.8552305698394775, 0.5004309415817261]",Not HS
19,18277,i'm white and i'm ready to fight,i'm white and i'm ready to fight,Implicit HS,2,0,"[1.3023790121078491, -1.736801266670227, 0.6792406439781189]",Not HS
20,18278,hindus abused by calling some one murkh  dusht etc . mc  bc  harem zada are all islamic expressions brought in by slaves .,hindus abused by calling some one murkh dusht etc . mc bc harem zada are all islamic expressions brought in by slaves .,Not HS,0,2,"[-0.11227457970380783, -0.5360074043273926, 0.9506513476371765]",Implicit HS
21,18279,#hitchingpost still in search of a gay couple to attack their #religiousfreedom #pleasehelp #lgbt,hitchingpost still in search of a gay couple to attack their religiousfreedom pleasehelp lgbt,Not HS,0,0,"[1.3501497507095337, -2.2509400844573975, 0.9976311326026917]",Not HS
22,18280,stop bringing in more refugees..let them stay i their own counties & deal with their problems there!!! & send the ones who are here back to where they came from!!,stop bringing in more refugees..let them stay i their own counties & deal with their problems there!!! & send the ones who are here back to where they came from!!,Implicit HS,2,2,"[-1.4428114891052246, 0.42505818605422974, 1.3750656843185425]",Implicit HS
23,18281,how could any white people be racist  after seeing such a fine example of african beauty as this sheboon .,how could any white people be racist after seeing such a fine example of african beauty as this sheboon .,Not HS,0,2,"[-0.08944658190011978, -0.4815221130847931, 0.910643458366394]",Implicit HS
24,18282,no more fascist la raza ( how a racist group can call anyone racist ? ! ) lies . out,no more fascist la raza ( how a racist group can call anyone racist ? ! ) lies . out,Not HS,0,2,"[-0.9834070801734924, 0.38159963488578796, 0.6727384924888611]",Implicit HS
25,18283,hey  i'm mostly white  can i get a follow ?,hey i'm mostly white can i get a follow ?,Not HS,0,0,"[2.0955395698547363, -2.8368234634399414, 0.8724326491355896]",Not HS
26,18284,recruiting for jihad in a place of worship ? shocking !,recruiting for jihad in a place of worship ? shocking !,Implicit HS,2,0,"[1.475131630897522, -2.1280760765075684, 0.6295205950737]",Not HS
27,18285,If furries wish to identify as animals we should be allowed to hunt them.,if furries wish to identify as animals we should be allowed to hunt them.,Implicit HS,2,2,"[0.6248493194580078, -1.924234390258789, 1.2832870483398438]",Implicit HS
28,18286,"  "" how an atheist professor became a voice for faith  "" "" an interview with dr . mike adams in faith and justice magazine : """," "" how an atheist professor became a voice for faith "" "" an interview with dr . mike adams in faith and justice magazine : """,Not HS,0,0,"[1.9725151062011719, -2.9595022201538086, 0.543384313583374]",Not HS
29,18287,: this should be embarassing for white people ...,: this should be embarassing for white people ...,Not HS,0,2,"[0.5990976095199585, -1.1914069652557373, 0.7619455456733704]",Implicit HS
30,18288,mount a nbp head in your living room. take them out.,mount a nbp head in your living room. take them out.,Implicit HS,2,2,"[0.5875075459480286, -1.3023223876953125, 0.9907433390617371]",Implicit HS
31,18289,uk : we need to kill all the jews,uk : we need to kill all the jews,Explicit HS,1,2,"[-0.03885159641504288, -0.612377941608429, 1.113141417503357]",Implicit HS
32,18290,"- if going to war with these animals in unavoidable, it's time to hoist up the black flag.","- if going to war with these animals in unavoidable, it's time to hoist up the black flag.",Implicit HS,2,2,"[0.16376835107803345, -1.234608769416809, 1.0749242305755615]",Implicit HS
33,18291,department of justice and president cuck opening up civil rights investigation into charlottesville via,department of justice and president cuck opening up civil rights investigation into charlottesville via,Explicit HS,1,0,"[2.032677412033081, -2.7560970783233643, 0.6640313863754272]",Not HS
34,18292,when people attack others  they normally hit more than once .,when people attack others they normally hit more than once .,Not HS,0,0,"[1.207523226737976, -2.1371965408325195, 0.8639704585075378]",Not HS
35,18293,islam dose not command muslims to kill that is like say christianity make white people kkk or white supremacist . shake your head .,islam dose not command muslims to kill that is like say christianity make white people kkk or white supremacist . shake your head .,Not HS,0,2,"[-0.16061349213123322, -0.6276485919952393, 1.3244837522506714]",Implicit HS
36,18294,antifa burning american flags in philly today,antifa burning american flags in philly today,Not HS,0,0,"[1.3407869338989258, -2.055206537246704, 0.48346322774887085]",Not HS
37,18295,h / t it's not islamophobia if they really are trying to kill you .,h / t it's not islamophobia if they really are trying to kill you .,Implicit HS,2,2,"[0.1215977594256401, -0.8395605087280273, 0.8366954922676086]",Implicit HS
38,18296,why do you hate gay people ? i mean you are supposed to represent the people . do you feel you don't have to rep gays on religious grounds ?,why do you hate gay people ? i mean you are supposed to represent the people . do you feel you don't have to rep gays on religious grounds ?,Not HS,0,0,"[1.5551903247833252, -2.593367099761963, 1.073887825012207]",Not HS
39,18297,white world supremacy is a helluva drug ! !,white world supremacy is a helluva drug ! !,Not HS,0,2,"[0.31718915700912476, -0.8111004829406738, 1.0111883878707886]",Implicit HS
40,18298,' holocaust ' debate / comments / news the mysterious polish witness to massive transfers of jews ? : does anyon ...,' holocaust ' debate / comments / news the mysterious polish witness to massive transfers of jews ? : does anyon ...,Not HS,0,0,"[0.8714906573295593, -1.5820432901382446, 0.6760594844818115]",Not HS
41,18299,pathetic comments  no force in islam . they wear scarfs no head bags and they marry men,pathetic comments no force in islam . they wear scarfs no head bags and they marry men,Explicit HS,1,2,"[-0.8492584824562073, -0.1860440969467163, 1.2345507144927979]",Implicit HS
42,18300,so we should bring in white nazi's into america ? good job you are liberal via,so we should bring in white nazi's into america ? good job you are liberal via,Not HS,0,2,"[-0.07695650309324265, -0.6571884155273438, 1.1328660249710083]",Implicit HS
43,18301,there's you in the crowd cuck boy,there's you in the crowd cuck boy,Explicit HS,1,2,"[0.3271530270576477, -0.5035087466239929, 0.4957130551338196]",Implicit HS
44,18302,"  "" in hindsight  the various right-wing movementsthe fusionist conservatism of buckley  goldwater and reagan  neoconservatism  libertarianism """," "" in hindsight the various right-wing movementsthe fusionist conservatism of buckley goldwater and reagan neoconservatism libertarianism """,Not HS,0,0,"[1.5134837627410889, -2.2364983558654785, 0.7946133017539978]",Not HS
45,18303,harry reid is is not an old white man . he's an old white rat,harry reid is is not an old white man . he's an old white rat,Explicit HS,1,2,"[0.39032936096191406, -0.9605202078819275, 0.8312495350837708]",Implicit HS
46,18304,Anyone shouting Allahu Akbar should immediately be shot. There is no place in civilization for the barbaric Satanism known as Islam,anyone shouting allahu akbar should immediately be shot. there is no place in civilization for the barbaric satanism known as islam,Explicit HS,1,2,"[-0.48367470502853394, -0.14517329633235931, 0.810886800289154]",Implicit HS
47,18305,great little video from one of my heroes ! #waffenss #meinkampf #14words #mondaymotivation #brexit,great little video from one of my heroes ! waffenss meinkampf 14words mondaymotivation brexit,Not HS,0,0,"[0.7383408546447754, -1.4604309797286987, 0.32740047574043274]",Not HS
48,18306,politicians are chosen by the public . don't blame the kkk if ferguson doesn't vote,politicians are chosen by the public . don't blame the kkk if ferguson doesn't vote,Not HS,0,0,"[1.5928549766540527, -2.422804832458496, 0.9813218116760254]",Not HS
49,18307," i have only heard  "" erudite "" "" used in reference to 2 people my whole life  you and albert speer . """," i have only heard "" erudite "" "" used in reference to 2 people my whole life you and albert speer . """,Not HS,0,0,"[0.9751654267311096, -1.7820582389831543, 0.5618888735771179]",Not HS
50,18308,this is amazing . the counter protesters look stupid af while we seem very reasonable . white america at home waking up .,this is amazing . the counter protesters look stupid af while we seem very reasonable . white america at home waking up .,Not HS,0,0,"[1.505642056465149, -2.4673397541046143, 0.9455646872520447]",Not HS
51,18309," that's b / c us mass media controlled by jews & aussie-brit murdoch family don't represent the  "" interests "" "" of american people """," that's b / c us mass media controlled by jews & aussie-brit murdoch family don't represent the "" interests "" "" of american people """,Explicit HS,1,2,"[1.0384089946746826, -2.073110580444336, 1.1894357204437256]",Implicit HS
52,18310,every time a jew shoots a palestinian  white zionism gets a little stronger .,every time a jew shoots a palestinian white zionism gets a little stronger .,Explicit HS,1,2,"[0.0712563768029213, -0.7704344391822815, 1.259917140007019]",Implicit HS
53,18311,"no daca send them back to country of origin, build the wall, stop illegals from any birth rights to children or entitlements. no reason to come they'll stop.","no daca send them back to country of origin, build the wall, stop illegals from any birth rights to children or entitlements. no reason to come they'll stop.",Implicit HS,2,2,"[-0.05674726516008377, -1.2322100400924683, 1.5605374574661255]",Implicit HS
54,18312,heritage is race . africans or asians or arabs don't share european heritage  which is the,heritage is race . africans or asians or arabs don't share european heritage which is the,Implicit HS,2,0,"[1.1632825136184692, -2.1405091285705566, 1.1068432331085205]",Not HS
55,18313,i think the evidence that you are white is far more overwhelming .,i think the evidence that you are white is far more overwhelming .,Not HS,0,0,"[1.9353320598602295, -2.3423264026641846, 0.3711288571357727]",Not HS
56,18314," lol  "" white people are always bad . "" "" """," lol "" white people are always bad . "" "" """,Not HS,0,2,"[-0.11619243770837784, -0.726049542427063, 0.4842337369918823]",Implicit HS
57,18315,but isn't milk a symbol of white supremacy ? #worldmilkday,but isn't milk a symbol of white supremacy ? worldmilkday,Implicit HS,2,2,"[0.6950244307518005, -1.6131991147994995, 1.0883816480636597]",Implicit HS
58,18316,it's axiomatic that all southern white men are lousy in bed .,it's axiomatic that all southern white men are lousy in bed .,Implicit HS,2,2,"[0.2211395502090454, -1.065346598625183, 1.2114707231521606]",Implicit HS
59,18317,us : school teachers too white  say anti-whites,us : school teachers too white say anti-whites,Implicit HS,2,0,"[1.1729553937911987, -1.9470528364181519, 1.0211716890335083]",Not HS
60,18318,action report : a brighter future identity evropa activists recently hosted a private speaking event on a college campus in southern california .,action report : a brighter future identity evropa activists recently hosted a private speaking event on a college campus in southern california .,Not HS,0,0,"[2.421081066131592, -3.2504546642303467, 0.6884828209877014]",Not HS
61,18319,: antifas in alabama ? i hope they enjoy the all-expense-paid helicopter ride there  but the deep south ain't ber,: antifas in alabama ? i hope they enjoy the all-expense-paid helicopter ride there but the deep south ain't ber,Not HS,0,2,"[0.9035530090332031, -1.796152114868164, 0.9793933033943176]",Implicit HS
62,18320,: why planned parenthood wont provide mammograms | first things,: why planned parenthood wont provide mammograms | first things,Not HS,0,0,"[1.455008864402771, -2.332207202911377, 0.8262836337089539]",Not HS
63,18321,So I guess women are now being promoted to the level of the Jews:as long as one says something happened we have to believe it because not possible they would lie,so i guess women are now being promoted to the level of the jews:as long as one says something happened we have to believe it because not possible they would lie,Implicit HS,2,2,"[1.0785810947418213, -2.278660297393799, 1.2511837482452393]",Implicit HS
64,18322,"  "" black riots  white flight . "" "" and discuss the origins and implications of the #baltimoreuprising : """," "" black riots white flight . "" "" and discuss the origins and implications of the baltimoreuprising : """,Not HS,0,0,"[1.50693678855896, -2.4798710346221924, 0.8759250640869141]",Not HS
65,18323,no more einstein's . he was a jew anyway,no more einstein's . he was a jew anyway,Explicit HS,1,2,"[0.3526633083820343, -0.9314944744110107, 0.7795925736427307]",Implicit HS
66,18324," human history is a tale of  "" who ? whom ? "" "" i am for my side . ( and the only reason you think slavery is wrong is bc some white men decided it was . no one had moral objections to slavery prior to the 19th century  excepting some quakers . and no jefferson didn't screw sally hemmings ) """," human history is a tale of "" who ? whom ? "" "" i am for my side . ( and the only reason you think slavery is wrong is bc some white men decided it was . no one had moral objections to slavery prior to the 19th century excepting some quakers . and no jefferson didn't screw sally hemmings ) """,Implicit HS,2,2,"[0.6549131870269775, -1.9113144874572754, 1.1606392860412598]",Implicit HS
67,18325,: i wish i didn't hate white people,: i wish i didn't hate white people,Implicit HS,2,0,"[0.8199135065078735, -1.0483547449111938, 0.35659217834472656]",Not HS
68,18326,cnn will find and interview the one tranny in history that was inconvenienced,cnn will find and interview the one tranny in history that was inconvenienced,Implicit HS,2,0,"[1.0189833641052246, -1.7123174667358398, 0.6952638030052185]",Not HS
69,18327,the white and black people need to wakeup,the white and black people need to wakeup,Not HS,0,2,"[0.7376010417938232, -1.508139729499817, 0.9700161218643188]",Implicit HS
70,18328,( i demand that it is removed  as the notion of racial supremacy is incredibly offensive to all other races . ) :),( i demand that it is removed as the notion of racial supremacy is incredibly offensive to all other races . ) :),Not HS,0,0,"[0.978895902633667, -1.6302191019058228, 0.8781062960624695]",Not HS
71,18329,go hunt them down racist,go hunt them down racist,Not HS,0,2,"[-0.2614881098270416, -0.2982077896595001, 0.5540018081665039]",Implicit HS
72,18330,this is the same hom sec that bans and from uk cos the speak truth about islam,this is the same hom sec that bans and from uk cos the speak truth about islam,Implicit HS,2,0,"[1.3951420783996582, -1.9626808166503906, 0.8324460387229919]",Not HS
73,18331,you can't take me because i'm not white . but i'm the best pureblood the filipino race has ever produced .,you can't take me because i'm not white . but i'm the best pureblood the filipino race has ever produced .,Implicit HS,2,2,"[0.43241333961486816, -1.3086613416671753, 1.2155674695968628]",Implicit HS
74,18332,"kick his whole family out as puniahment, send message, let no more in. wall off coast, ya cuck","kick his whole family out as puniahment, send message, let no more in. wall off coast, ya cuck",Implicit HS,2,2,"[-0.5372477769851685, -0.3108176290988922, 1.1891937255859375]",Implicit HS
75,18333,oh cool . he finally called them white supremists ? thats good ! progress !,oh cool . he finally called them white supremists ? thats good ! progress !,Not HS,0,0,"[1.3967474699020386, -2.3343985080718994, 0.814385712146759]",Not HS
76,18334,born in america  you waste of space . all you people bring to this world is hate and negati,born in america you waste of space . all you people bring to this world is hate and negati,Implicit HS,2,2,"[-0.15512721240520477, -0.41243883967399597, 0.5678251385688782]",Implicit HS
77,18335,this is the photo of msms in kashmir  supporting isis as they have same ideology of sunnis,this is the photo of msms in kashmir supporting isis as they have same ideology of sunnis,Not HS,0,0,"[2.1983277797698975, -2.606621026992798, 0.6177338361740112]",Not HS
78,18336,a beautiful journey : rare pictures of hitler meeting britain's duke of windsor up for auction #swrm,a beautiful journey : rare pictures of hitler meeting britain's duke of windsor up for auction swrm,Not HS,0,0,"[1.9578708410263062, -2.7197635173797607, 0.5715988278388977]",Not HS
79,18337,pl request mr to pass global decree 2 restrict population at 2 children per couple  one spouse each 4 all countries,pl request mr to pass global decree 2 restrict population at 2 children per couple one spouse each 4 all countries,Not HS,0,2,"[0.5621457695960999, -1.986474871635437, 1.2049598693847656]",Implicit HS
80,18338,: two muslims arrested for supplying fake documents to islamic state jihadis to plan paris jihad massacres,: two muslims arrested for supplying fake documents to islamic state jihadis to plan paris jihad massacres,Not HS,0,2,"[0.7773088216781616, -1.637394666671753, 1.0297954082489014]",Implicit HS
81,18339,i'm sure we can't preserve civilization with your babies . other people's  maybe . #racistscum #bigotry #whitesupremacists,i'm sure we can't preserve civilization with your babies . other people's maybe . racistscum bigotry whitesupremacists,Implicit HS,2,2,"[-0.21794183552265167, -0.6655728816986084, 1.0258839130401611]",Implicit HS
82,18340,hunter i was there . we triggered tf out of them .,hunter i was there . we triggered tf out of them .,Not HS,0,0,"[1.0552353858947754, -1.716322898864746, 0.6328609585762024]",Not HS
83,18341,notice how they don't even claim that it's unconstitutional anymore : maybe enough lawyers weighed in on their side ?,notice how they don't even claim that it's unconstitutional anymore : maybe enough lawyers weighed in on their side ?,Not HS,0,0,"[1.6245627403259277, -2.723423957824707, 1.0347357988357544]",Not HS
84,18342,we have to . time to put laws in front of these peoples callous demands of us and our economy . they want what we have . what we built .,we have to . time to put laws in front of these peoples callous demands of us and our economy . they want what we have . what we built .,Implicit HS,2,2,"[0.5840417742729187, -1.8809329271316528, 1.4946664571762085]",Implicit HS
85,18343,planned parenthood gets criminal referral : ... as it should !,planned parenthood gets criminal referral : ... as it should !,Not HS,0,0,"[1.394185185432434, -2.3760499954223633, 1.0791572332382202]",Not HS
86,18344,so your position is rich white people are working against the interests of rich white people ? crazy how they keep getting richer ...,so your position is rich white people are working against the interests of rich white people ? crazy how they keep getting richer ...,Not HS,0,2,"[0.6276921629905701, -1.1383705139160156, 1.015097975730896]",Implicit HS
87,18345,immigrants are welcome to come into our country legally. the illegal criminals need to be kept out #secure orders,immigrants are welcome to come into our country legally. the illegal criminals need to be kept out secure orders,Implicit HS,2,2,"[0.42084065079689026, -1.5708805322647095, 1.3211549520492554]",Implicit HS
88,18346,illegal aliens should be suing in a mexican court  with a mexican attorney  in mexico . they have no rights in america . they are illegal .,illegal aliens should be suing in a mexican court with a mexican attorney in mexico . they have no rights in america . they are illegal .,Not HS,0,2,"[0.14355291426181793, -1.0565797090530396, 1.2305060625076294]",Implicit HS
89,18347,germany : 2 charged with co-founding far-right terror group - abc news - via,germany : 2 charged with co-founding far-right terror group - abc news - via,Not HS,0,0,"[2.20613431930542, -2.9752659797668457, 0.7553521990776062]",Not HS
90,18348,well  we do hate gay people .,well we do hate gay people .,Not HS,0,0,"[1.369498372077942, -1.8333394527435303, 0.5087769627571106]",Not HS
91,18349,tore * why do jews hate white advocacy so much ? you need to check your jewish privilege .,tore * why do jews hate white advocacy so much ? you need to check your jewish privilege .,Implicit HS,2,2,"[-0.11032340675592422, -0.48148268461227417, 0.9182888269424438]",Implicit HS
92,18350,i sure did ma and pa . i'm bout to go see billy jean  bobby jean  and sally jean ! my achy breaky heart ! !,i sure did ma and pa . i'm bout to go see billy jean bobby jean and sally jean ! my achy breaky heart ! !,Not HS,0,2,"[-0.1387760490179062, -0.5449362993240356, 0.8025233745574951]",Implicit HS
93,18351,i've seen different stats but a white woman may not bear a white child . a disproportionate number of ww abortions are mongrels .,i've seen different stats but a white woman may not bear a white child . a disproportionate number of ww abortions are mongrels .,Not HS,0,2,"[0.7085569500923157, -1.9331415891647339, 1.2973369359970093]",Implicit HS
94,18352," most jews i know look  act & think rather  "" white "" "" """," most jews i know look act & think rather "" white "" "" """,Implicit HS,2,0,"[1.0030525922775269, -1.8298075199127197, 0.723016619682312]",Not HS
95,18353,infidels r infidels .. allah is not racist  he hates all the same  be it white  brown or yellow,infidels r infidels .. allah is not racist he hates all the same be it white brown or yellow,Implicit HS,2,2,"[-0.763283908367157, 0.0182017982006073, 1.2070918083190918]",Implicit HS
96,18354,islam it's death . why do we not kill them all before they kill us . stupid is as stupid,islam it's death . why do we not kill them all before they kill us . stupid is as stupid,Explicit HS,1,2,"[-0.7318652272224426, -0.12539896368980408, 1.3063158988952637]",Implicit HS
97,18355,"  "" pro-white american nationalist "" "" """," "" pro-white american nationalist "" "" """,Not HS,0,0,"[1.2072020769119263, -1.7421890497207642, 0.3129969835281372]",Not HS
98,18356,a future for white children ! in the same fashon as hitler youth  who were given the great honor of dying for hitler ! seig heil ! amen !,a future for white children ! in the same fashon as hitler youth who were given the great honor of dying for hitler ! seig heil ! amen !,Implicit HS,2,2,"[-0.17211928963661194, -0.630436897277832, 1.0260676145553589]",Implicit HS
99,18357,... the religious rightappear to have been so many barnacles hitching free rides on the whale of the jacksonian populist electorate .,... the religious rightappear to have been so many barnacles hitching free rides on the whale of the jacksonian populist electorate .,Not HS,0,2,"[-0.5914229154586792, -0.05634395405650139, 1.1546869277954102]",Implicit HS
100,18358,these people attacking these statues are not what i call protesters  they are vandals and law breakers .,these people attacking these statues are not what i call protesters they are vandals and law breakers .,Not HS,0,0,"[1.0404045581817627, -1.8420358896255493, 0.9094881415367126]",Not HS
101,18359,what does a muslim do with their iphone <number> ? just kidding ! they prefer the note <number>,what does a muslim do with their iphone <number> ? just kidding ! they prefer the note <number>,Implicit HS,2,2,"[0.7209984064102173, -1.610792636871338, 1.0346808433532715]",Implicit HS
102,18360,following all walter's winsome americans . :),following all walter's winsome americans . :),Not HS,0,0,"[1.051833152770996, -1.477717399597168, 0.3437337577342987]",Not HS
103,18361,the waffen ss had volunteers from every european country . don't buy lies from the same ones who lie about us .,the waffen ss had volunteers from every european country . don't buy lies from the same ones who lie about us .,Not HS,0,2,"[0.5190294981002808, -1.449608564376831, 1.1422728300094604]",Implicit HS
104,18362,but they'll pack explosives made with gelatin to their bodies and explode themselves in a spray of pig fat.,but they'll pack explosives made with gelatin to their bodies and explode themselves in a spray of pig fat.,Implicit HS,2,2,"[-0.5841489434242249, -0.4895137548446655, 1.212253212928772]",Implicit HS
105,18363,you do realize you are promoting white supremacy to the most diverse campus in the nation right ? what exactly do you hope to achieve here ?,you do realize you are promoting white supremacy to the most diverse campus in the nation right ? what exactly do you hope to achieve here ?,Not HS,0,0,"[1.8001399040222168, -2.2531025409698486, 0.6501824259757996]",Not HS
106,18364,like all political whores  #obama is obedient to his #jewish #judaism #news #israel #palestine,like all political whores obama is obedient to his jewish judaism news israel palestine,Implicit HS,2,0,"[1.004077434539795, -1.7247744798660278, 0.7714731693267822]",Not HS
107,18365," #boycottnetflix : netflix to launch  "" dear white people "" "" show via """," boycottnetflix : netflix to launch "" dear white people "" "" show via """,Not HS,0,0,"[1.9800209999084473, -3.0577402114868164, 0.9945811629295349]",Not HS
108,18366,my doctor is white .,my doctor is white .,Not HS,0,0,"[1.6135228872299194, -1.885623574256897, 0.46180036664009094]",Not HS
109,18367,suspected white supremacists r using white nationalists websites to get crime pseudo data,suspected white supremacists r using white nationalists websites to get crime pseudo data,Not HS,0,2,"[0.7242456674575806, -1.4601927995681763, 0.9738132953643799]",Implicit HS
110,18368,shouldn't have funds for any illegals other than expediting them out of here asap.,shouldn't have funds for any illegals other than expediting them out of here asap.,Implicit HS,2,2,"[0.5082468390464783, -1.6618337631225586, 1.01685631275177]",Implicit HS
111,18369,racist and rapist,racist and rapist,Explicit HS,1,0,"[0.7717579007148743, -1.0442326068878174, 0.2116243839263916]",Not HS
112,18370," rt . : trump comments open conversation for  "" grownup "" "" muslim immigration policy """," rt . : trump comments open conversation for "" grownup "" "" muslim immigration policy """,Not HS,0,0,"[2.159914970397949, -3.0346317291259766, 0.6605215668678284]",Not HS
113,18371,"  "" : video : nbc news special report on rising white american "" "" hate groups "" "" | more : """," "" : video : nbc news special report on rising white american "" "" hate groups "" "" | more : """,Not HS,0,0,"[1.7595385313034058, -2.8022818565368652, 0.5991136431694031]",Not HS
114,18372,disney drops pewdiepie over death to all jews video via,disney drops pewdiepie over death to all jews video via,Not HS,0,0,"[0.8445385098457336, -1.357334852218628, 0.6774510741233826]",Not HS
115,18373,aah ! everyones a white supremacist ! !,aah ! everyones a white supremacist ! !,Implicit HS,2,2,"[0.16608037054538727, -0.8972778916358948, 1.1006015539169312]",Implicit HS
116,18374,"well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?","well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?",Implicit HS,2,0,"[1.2605679035186768, -2.0894694328308105, 1.0684994459152222]",Not HS
117,18375,the word you are searching for joey is assault . not sure what world you grew up,the word you are searching for joey is assault . not sure what world you grew up,Not HS,0,0,"[1.5104964971542358, -2.026956081390381, 0.640853226184845]",Not HS
118,18376,because it literally threatens what hereditary means . it puts the environment into the gene  into the h2 . thats a massive problem .,because it literally threatens what hereditary means . it puts the environment into the gene into the h2 . thats a massive problem .,Not HS,0,2,"[0.5723239183425903, -1.4305323362350464, 1.0949312448501587]",Implicit HS
119,18377,charlottesville will help to unite and properly radicalize those still on the fence via,charlottesville will help to unite and properly radicalize those still on the fence via,Not HS,0,0,"[1.9328157901763916, -2.556069850921631, 0.67879319190979]",Not HS
120,18378,german panzer tank wrecks recovered in bulgaria | read more : via,german panzer tank wrecks recovered in bulgaria | read more : via,Not HS,0,0,"[0.9970613718032837, -1.7956981658935547, 0.7519643902778625]",Not HS
121,18379,What two kinds of people are totally different but always look the same? Asians and hepatitis patients,what two kinds of people are totally different but always look the same? asians and hepatitis patients,Implicit HS,2,2,"[0.904212236404419, -1.9997552633285522, 1.2330302000045776]",Implicit HS
122,18380,is that right ? i'm not the black women who's part of the same political party that started the ! ! !,is that right ? i'm not the black women who's part of the same political party that started the ! ! !,Not HS,0,0,"[1.8034764528274536, -2.399610996246338, 0.7508237957954407]",Not HS
